index,need,cpu,graphicard,hardisk,ram,screen
392,I hope to buy a laptop with a good monitor. ,1,1,1,1,1
393,I want a laptop with a nice setup and funs at constant speed. ,1,1,1,1,1
394,I like a laptop with a great screen. ,1,1,1,1,1
395,I am looking for a fast and quite laptop with light weight and a good performance.,1,1,1,1,1
396,I prefer a great build laptop. ,1,1,1,1,1
397,I want a laptop with a big screen and a number pad. ,1,1,1,1,1
398,I need a laptop that is fast and beautiful in style.,1,1,1,1,1
399,I want to buy a laptop for gaming that has good graphics.,1,1,1,1,1
400,I wish for a sleek laptop. ,1,1,1,1,1
401,I am looking for a light and portable laptop that is fast at startup and loading.,4,3,3,3,4
402,"I wanted a laptop that was light, durable and user-friendly.",4,3,3,3,4
403,I need a fast and light laptop with efficient battery. ,4,3,3,3,4
404,I would like to buy a thin laptop for my mum. I want it to have the perfect size and a great screen display.,4,3,3,3,4
405,I want a light laptop.,4,3,3,3,4
406,I am looking for a light and fast laptop with a sharp and clear screen and a good keypad. ,4,3,3,3,4
407,I want a laptop with perfect size and weight. ,4,3,3,3,4
408,I am looking for a thin and lightweight laptop. ,4,3,3,3,4
409,I need a light laptop that is easy to carry. ,4,3,3,3,4
410,"I want a laptop with good design, weight, size. ",4,3,3,3,4
411,"I want a laptop with good weight, size. ",4,3,3,3,4
412,I wish for a fast laptop. ,4,3,3,3,4
413,I need a light laptop that is easy to use. ,4,3,3,3,4
414,I want a fast and efficient laptop with good battery conservation and security features. ,4,3,3,3,4
415,"I am looking for a strong, durable, and light laptop. ",4,3,3,3,4
416,I need a thin and light laptop. It should be solid and run fast. ,4,3,3,3,4
417,I want a quick laptop with fast recharging and a good battery life and touch screen. ,4,3,5,4,6
418,I am looking for a laptop with decent battery life and convenient charging design. ,4,3,5,4,6
419,I want a fast and rugged laptop with a touchscreen. ,4,3,5,4,6
420,I would like to buy a small size and lightweight laptop that suitable for kids. It is nice that it can fold over and durable to use. ,4,3,5,4,6
421,"I am looking for a fast and reliable laptop with a beautiful case, decent battery life and great streaming. ",4,3,5,4,6
422,I want a user friendly laptop that is convertible to tablet with a touch screen. ,4,3,5,4,6
423,I want to buy a lightweight laptop to my daughter. ,4,3,5,4,6
424,"I like the laptop can sync with google. It should have USB-C ports, a great touchscreen and long battery life. ",4,3,5,4,6
425,"I am looking for a ultra-portable laptop with large storage, long battery life, high quality screen and large keyboard. ",3,3,2,1,2
426,"I want a portable laptop that has high speed, good quality of screen and camera and large memory. It should have multiple ports. ",3,3,2,1,2
427,I am searching for a nice sized screen laptop with sturdy construction. ,3,3,2,1,2
428,I would like to have a nice design laptop which is thin and very portable. ,3,3,2,1,2
429,I need a laptop with a good amount of memory and fast. ,3,3,2,1,2
430,I wish I had a laptop that loads fast. ,3,3,2,1,2
431,I need a fast computer. ,3,3,2,1,2
432,I hope that I could have a good quality computer. ,3,3,2,1,2
433,"I am searching for a laptop that boot up fast, have great quality screen and lots of memory. It should have appropriate sensitivity set. ",3,3,2,1,2
434,I want a light weight laptop which is tough and have long battery life. It would be great to have a fast boot up. ,3,3,2,1,2
435,I want a high speed computer. ,3,3,2,1,2
436,I am looking for a computer with a good design. It should run fast and good quality keyboard.,3,3,2,1,2
437,I want to buy a smooth running laptop with large storage.,1,0,2,1,2
438,"I am looking for a laptop with a bright screen that works great in anti-glare, solid speed and few bloatware. ",1,0,2,1,2
439,I prefer a laptop with a nice colour and screen. ,1,0,2,1,2
440,I need a laptop with stable fps. ,1,0,2,1,2
441,I would like an easily upgradable laptop with a good battery and a colourful backlit keyboard.,1,0,2,1,2
442,I need a fast laptop. ,1,0,2,1,2
443,I want a speedy laptop. ,1,0,2,1,2
444,I am looking for a laptop with a good graphics. ,1,0,2,1,2
445,I will buy a fast laptop. ,1,0,2,1,2
446,"I am looking for a laptop with a bright display, a convenient size and a sensitive touch screen for teaching purposes.",1,3,3,3,3
447,I want a laptop has a good touch screen size. ,1,3,3,3,3
448,I want to buy a light weight and portable laptop that starts up fast and is easy to use. ,1,3,3,3,3
449,"I need a laptop that is easy to set up, has great colours and a bright screen. It should have a quick connection and a simple operating system.",1,3,3,3,3
450,I prefer a laptop with a good screen quality and a sensitive touch screen. ,1,3,3,3,3
451,I need a laptop that is easy to set up.,1,3,3,3,3
452,I am searching for a laptop with a responsive touch screen and easy to operate. ,1,3,3,3,3
453,I like the laptop to have a good screen and weight.,1,3,3,3,3
454,"I decide to buy a fast laptop with a sleek, thin and easy to use touchscreen. ",1,3,3,3,3
455,I wanted a quick set up laptop with good touch screen functionality.,1,3,3,3,3
456,I need a laptop that loads fast. ,3,3,2,1,2
457,I want to buy a fast laptop with a backlit keyboard.,3,3,2,1,2
458,"I am looking for a laptop with good features such as a backlit keyboard, laptop/tablet all-in-one, fingerprint security, touchscreen.",3,3,2,1,2
459,"I am searching for a laptop with good features such as a fingerprint reader, backlit keys, touch screen and battery life.",3,3,2,1,2
460,I want a light laptop with exceptional battery life and a good fingerprint reader. ,3,3,2,1,2
461,I need a laptop that runs fast. ,3,3,2,1,2
462,I will buy a laptop with a backlit keyboard and a touchscreen.,3,3,2,1,2
463,I am looking for a fast laptop. ,3,3,2,1,2
464,"I want a laptop that runs smoothly, quietly and coolly. It should have plenty of memory and adequate processing power. I want it to have a responsive touchpad, clear speakers, long battery life and good instant connectivity.",1,3,2,3,1
465,I am looking for a laptop that works steamlessly. ,1,3,2,3,1
466,I need a laptop with a good size screen and a good backlit keyboard. ,1,3,2,3,1
467,I want a laptop with a fast start up. ,1,3,2,3,1
468,I will buy a fast laptop with a lighted keyboard. ,1,3,2,3,1
469,I am searching for a reliable laptop. ,1,3,2,3,1
470,I need a laptop with a professional and attractive design and a good backlit keyboard. It should be easy to start and use.,1,3,2,3,1
471,I will buy a laptop which has backlit keyboard. ,1,3,2,3,1
472,"I wanted a laptop that was easy to use, fast to boot and had good storage.",1,3,2,3,1
473,"I prefer a pretty and lightweight laptop that runs fast, has simple setup and long lasting battery. ",1,3,2,3,1
474,I am looking for a fast laptop which is easy to set up and has a great screen and a backlit keyboard. ,1,3,2,3,1
475,I am searching for a fast laptop with a big screen. ,1,3,2,3,1
476,I need a fast laptop to edit photos.,1,3,2,3,1
477,I want to buy a laptop that is easy to use. ,1,3,2,3,1
478,I want a laptop that is fast to boot up and change screens.,1,3,2,3,1
479,I will buy a laptop with a fast boot up. ,1,3,2,3,1
480,"I am looking for a laptop with a fast processor, good battery life, adequate screen size and good resolution.",1,3,2,3,1
481,I decided to buy a laptop that was light and easy to use.,1,3,2,3,1
482,"I am looking for a laptop with a nice trackpad, screen and battery life. ",1,3,3,3,2
483,I want a stylish and beautiful laptop that runs fast and is affordable.,1,3,3,3,2
484,I am looking for a good quality and nicely coloured laptop.,1,3,3,3,2
485,I would like to buy a fast and smooth running laptop for my son.,1,3,3,3,2
486,I am looking for a laptop with excellent graphics and CPU speed. ,1,0,1,0,1
487,"I want a solid and pretty laptop with adequate colour accuracy and build quality. It should have decent looking matte finish panel and backlit keyboard, expandable SSD, and no bloatware. ",1,0,1,0,1
488,I need a well made laptop that has plenty of horsepower and quick and responsive support. ,1,0,1,0,1
489,I need a solid and portable laptop with a big screen. It should run fast and have a hight quality keyboard and mouse pad. ,1,0,1,0,1
490,I decided to get a solid laptop which is fast to process.,1,0,1,0,1
491,"I need an upgradeable laptop with a big screen and a good backlit keyboard. It should have good graphics, good thermal regulation, all the right ports and no bloatware.",1,0,1,0,1
492,"I was looking for a laptop with a powerful and effective graphics card and a large, light screen.",1,0,1,0,1
493,I would like to buy a laptop that runs very smoothly and can be connected to other computer monitors.,1,0,1,0,1
494,I want a fast laptop with a great bild case and a good case venilation. It should have a good screen design with great colour display and a nice touch backlit keyboard. ,1,0,1,0,1
495,I am searching for a smooth running laptop with great refresh rate and a good backlit keyboard. ,1,0,1,0,1
496,"I like laptops with adjustable computer performance, fan speed and keyboard backlight colour, and without bloatware.",1,0,1,0,1
497,I wish I had a laptop that could keep itself cool.,1,0,1,0,1
498,I am looking for a fast laptop with good camera and sound. I also want to have a large screen and backlit keyboard. ,1,0,1,0,1
499,I prefer to buy a colourful and powerful laptop. ,1,0,1,0,1
500,I need a fast laptop. ,1,0,1,0,1
501,I want to buy a slim and lightweight laptop that great for graphics and photo editing. ,1,0,1,0,1
502,I am looking for a laptop that not too heavy and easy to upgrad. It should has the standard SD card areader and a small vivid and bright bezel around the display. ,1,0,1,0,1
503,I need a powerful laptop with a number pad.,1,0,1,0,1
504,I wanted a laptop that looked good from different angles.,1,0,1,0,1
505,I need to buy a fast laptop with crisp and clear graphics. I also want it to have perfect keyboard lighting and fan options. ,1,0,1,0,1
506,"I want to buy a laptop with stable ram, a great display and good fan control. ",1,0,1,0,1
507,I will buy a laptop with great power and graphics. ,1,0,1,0,1
508,I am looking for a fast laptop. ,1,0,1,0,1
509,I need a laptop that easy to start up. ,1,0,1,0,1
510,I wish for a fast and smooth running laptop that runs cool. ,1,0,1,0,1
511,I hope to buy a lightweight laptop that has high specs and a great clear display. I also want it to have a great system without bloatware and run cool. ,1,0,1,0,1
512,I need a fast laptop. ,1,0,1,0,1
513,I am searching for a fast laptop with a nice size screen. ,1,0,1,0,1
514,I want a laptop with good specs. ,1,0,1,0,1
515,"I wish my laptop with no lag, start up fast, and load quick. ",1,0,1,0,1
516,I am looking for a laptop that looks good and runs fast. ,1,0,1,0,1
517,"I need a fast, light weight, powerful laptop with a large screen for my son.",1,0,1,0,1
518,I want to buy a laptop that runs smoothly and has amazing graphics. ,1,0,1,0,1
519,I am looking for a laptop that works great. ,1,0,1,0,1
520,"I decided to buy a lightweight, sturdy laptop with a professional look, amazing display and fast start-up.",1,0,1,0,1
521,I would like the laptop's Caps Lock and Number Lock keys to light up.,1,0,1,0,1
522,"I am looking for a fast, lightweight laptop that is easy to install programs on.",1,0,1,0,1
523,I like a fast laptop.,1,0,1,0,1
524,I want a laptop with nice performance. ,1,0,1,0,1
525,"I'm looking for a laptop that runs smoothly, has a large screen, is easy to upgrade and has a minimalist design.",1,0,1,0,1
526,"I am looking for a rugged and portable laptop that has a large high resolution screen, a full size backlit keyboard and a fast CPU. it should have plenty of RAM, fast storage, good battery life, ports that do not require encryption, and a quiet cooling fan.",3,3,1,1,2
527,"I wanted a thin and light laptop with a huge screen, a flat keyboard and a large trackpad. I also needed it to boot up quickly, have a fast connection, a long-lasting battery, a good fingerprint reader and an accurate microphone.",3,3,1,1,2
528,I need a portable laptop with a good screen size. ,3,3,1,1,2
529,I would like to buy a light and portable laptop with a samll and light adapter and a great screen size and sharpness. It should also have a good fingerprint reader and fast start-up. ,3,3,1,1,2
